time_s,x_m,y_m,theta_rad,target_x_m,target_y_m,distance_to_target_m,accumulated_distance_m,is_colliding
62.94,0.1335,-0.2741,0.0223,1.2500,-0.2500,1.1167,2.2458,0
62.98,0.1348,-0.2741,0.0223,1.2500,-0.2500,1.1154,2.2471,0
63.01,0.1361,-0.2740,0.0223,1.2500,-0.2500,1.1142,2.2484,0
63.04,0.1374,-0.2740,0.0223,1.2500,-0.2500,1.1129,2.2497,0
63.07,0.1387,-0.2740,0.0223,1.2500,-0.2500,1.1116,2.2510,0
63.10,0.1400,-0.2739,0.0223,1.2500,-0.2500,1.1103,2.2522,0
63.14,0.1413,-0.2739,0.0223,1.2500,-0.2500,1.1090,2.2535,0
63.17,0.1425,-0.2739,0.0198,1.2500,-0.2500,1.1078,2.2548,0
63.20,0.1438,-0.2739,0.0198,1.2500,-0.2500,1.1065,2.2560,0
63.23,0.1450,-0.2738,0.0198,1.2500,-0.2500,1.1052,2.2573,0
63.26,0.1463,-0.2738,0.0198,1.2500,-0.2500,1.1039,2.2586,0
63.30,0.1476,-0.2738,0.0198,1.2500,-0.2500,1.1026,2.2599,0
63.33,0.1488,-0.2738,0.0223,1.2500,-0.2500,1.1014,2.2611,0
63.36,0.1501,-0.2737,0.0223,1.2500,-0.2500,1.1001,2.2624,0
63.39,0.1514,-0.2737,0.0223,1.2500,-0.2500,1.0988,2.2637,0
63.42,0.1527,-0.2737,0.0223,1.2500,-0.2500,1.0975,2.2650,0
63.46,0.1540,-0.2736,0.0223,1.2500,-0.2500,1.0963,2.2663,0
63.49,0.1553,-0.2736,0.0223,1.2500,-0.2500,1.0950,2.2676,0
63.52,0.1566,-0.2736,0.0223,1.2500,-0.2500,1.0937,2.2688,0
63.55,0.1579,-0.2736,0.0223,1.2500,-0.2500,1.0924,2.2701,0
63.58,0.1591,-0.2735,0.0223,1.2500,-0.2500,1.0911,2.2714,0
63.62,0.1604,-0.2735,0.0223,1.2500,-0.2500,1.0898,2.2727,0
63.65,0.1617,-0.2735,0.0223,1.2500,-0.2500,1.0885,2.2740,0
63.68,0.1629,-0.2734,0.0198,1.2500,-0.2500,1.0873,2.2752,0
63.71,0.1642,-0.2734,0.0198,1.2500,-0.2500,1.0860,2.2765,0
63.74,0.1655,-0.2734,0.0198,1.2500,-0.2500,1.0847,2.2778,0
63.78,0.1668,-0.2734,0.0198,1.2500,-0.2500,1.0835,2.2791,0
63.81,0.1681,-0.2733,0.0198,1.2500,-0.2500,1.0822,2.2804,0
63.84,0.1693,-0.2733,0.0223,1.2500,-0.2500,1.0809,2.2816,0
63.87,0.1706,-0.2733,0.0223,1.2500,-0.2500,1.0797,2.2829,0
63.90,0.1719,-0.2733,0.0223,1.2500,-0.2500,1.0784,2.2842,0
63.94,0.1732,-0.2732,0.0223,1.2500,-0.2500,1.0771,2.2855,0
63.97,0.1745,-0.2732,0.0223,1.2500,-0.2500,1.0758,2.2867,0
64.00,0.1757,-0.2732,0.0223,1.2500,-0.2500,1.0745,2.2880,0
64.03,0.1770,-0.2731,0.0223,1.2500,-0.2500,1.0732,2.2893,0
64.06,0.1783,-0.2731,0.0223,1.2500,-0.2500,1.0719,2.2906,0
64.10,0.1796,-0.2731,0.0223,1.2500,-0.2500,1.0706,2.2919,0
64.13,0.1809,-0.2731,0.0223,1.2500,-0.2500,1.0694,2.2932,0
64.16,0.1822,-0.2730,0.0223,1.2500,-0.2500,1.0681,2.2945,0
64.19,0.1835,-0.2730,0.0223,1.2500,-0.2500,1.0668,2.2958,0
64.22,0.1847,-0.2730,0.0198,1.2500,-0.2500,1.0656,2.2970,0
64.26,0.1860,-0.2730,0.0198,1.2500,-0.2500,1.0643,2.2983,0
64.29,0.1873,-0.2729,0.0198,1.2500,-0.2500,1.0630,2.2996,0
64.32,0.1886,-0.2729,0.0198,1.2500,-0.2500,1.0617,2.3008,0
64.35,0.1898,-0.2729,0.0223,1.2500,-0.2500,1.0605,2.3021,0
64.38,0.1911,-0.2728,0.0223,1.2500,-0.2500,1.0592,2.3034,0
64.42,0.1924,-0.2728,0.0223,1.2500,-0.2500,1.0579,2.3046,0
64.45,0.1936,-0.2728,0.0223,1.2500,-0.2500,1.0566,2.3059,0
64.48,0.1949,-0.2728,0.0223,1.2500,-0.2500,1.0553,2.3072,0
64.51,0.1962,-0.2727,0.0223,1.2500,-0.2500,1.0540,2.3085,0
64.54,0.1975,-0.2727,0.0223,1.2500,-0.2500,1.0527,2.3098,0
64.58,0.1988,-0.2727,0.0223,1.2500,-0.2500,1.0515,2.3111,0
64.61,0.2001,-0.2726,0.0223,1.2500,-0.2500,1.0502,2.3124,0
64.64,0.2014,-0.2726,0.0223,1.2500,-0.2500,1.0489,2.3137,0
64.67,0.2026,-0.2726,0.0223,1.2500,-0.2500,1.0476,2.3149,0
64.70,0.2039,-0.2726,0.0223,1.2500,-0.2500,1.0463,2.3162,0
64.74,0.2052,-0.2725,0.0198,1.2500,-0.2500,1.0451,2.3174,0
64.77,0.2064,-0.2725,0.0198,1.2500,-0.2500,1.0438,2.3187,0
64.80,0.2077,-0.2725,0.0198,1.2500,-0.2500,1.0425,2.3200,0
64.83,0.2090,-0.2725,0.0198,1.2500,-0.2500,1.0412,2.3213,0
64.86,0.2103,-0.2724,0.0198,1.2500,-0.2500,1.0399,2.3226,0
64.90,0.2115,-0.2724,0.0223,1.2500,-0.2500,1.0387,2.3238,0
64.93,0.2128,-0.2724,0.0223,1.2500,-0.2500,1.0374,2.3251,0
64.96,0.2141,-0.2723,0.0223,1.2500,-0.2500,1.0361,2.3264,0
64.99,0.2154,-0.2723,0.0223,1.2500,-0.2500,1.0349,2.3277,0
65.02,0.2167,-0.2723,0.0223,1.2500,-0.2500,1.0336,2.3290,0
65.06,0.2180,-0.2723,0.0223,1.2500,-0.2500,1.0323,2.3303,0
65.09,0.2193,-0.2722,0.0223,1.2500,-0.2500,1.0310,2.3315,0
65.12,0.2205,-0.2722,0.0223,1.2500,-0.2500,1.0297,2.3328,0
65.15,0.2218,-0.2722,0.0223,1.2500,-0.2500,1.0284,2.3341,0
65.18,0.2231,-0.2721,0.0223,1.2500,-0.2500,1.0271,2.3354,0
65.22,0.2244,-0.2721,0.0223,1.2500,-0.2500,1.0258,2.3367,0
65.25,0.2257,-0.2721,0.0223,1.2500,-0.2500,1.0246,2.3380,0
65.28,0.2269,-0.2721,0.0198,1.2500,-0.2500,1.0233,2.3392,0
65.31,0.2282,-0.2720,0.0198,1.2500,-0.2500,1.0220,2.3405,0
65.34,0.2295,-0.2720,0.0198,1.2500,-0.2500,1.0208,2.3418,0
65.38,0.2308,-0.2720,0.0198,1.2500,-0.2500,1.0195,2.3431,0
65.41,0.2320,-0.2720,0.0223,1.2500,-0.2500,1.0182,2.3443,0
65.44,0.2333,-0.2719,0.0223,1.2500,-0.2500,1.0170,2.3456,0
65.47,0.2346,-0.2719,0.0223,1.2500,-0.2500,1.0157,2.3469,0
65.50,0.2359,-0.2719,0.0223,1.2500,-0.2500,1.0144,2.3482,0
65.54,0.2371,-0.2718,0.0223,1.2500,-0.2500,1.0131,2.3494,0
65.57,0.2384,-0.2718,0.0223,1.2500,-0.2500,1.0118,2.3507,0
65.60,0.2397,-0.2718,0.0223,1.2500,-0.2500,1.0105,2.3520,0
65.63,0.2410,-0.2718,0.0223,1.2500,-0.2500,1.0092,2.3533,0
65.66,0.2423,-0.2717,0.0223,1.2500,-0.2500,1.0079,2.3546,0
65.70,0.2436,-0.2717,0.0223,1.2500,-0.2500,1.0067,2.3559,0
65.73,0.2449,-0.2717,0.0223,1.2500,-0.2500,1.0054,2.3572,0
65.76,0.2462,-0.2716,0.0223,1.2500,-0.2500,1.0041,2.3585,0
65.79,0.2474,-0.2716,0.0198,1.2500,-0.2500,1.0029,2.3597,0
65.82,0.2487,-0.2716,0.0198,1.2500,-0.2500,1.0016,2.3610,0
65.86,0.2499,-0.2716,0.0198,1.2500,-0.2500,1.0003,2.3623,0
65.89,0.2512,-0.2715,0.0198,1.2500,-0.2500,0.9990,2.3635,0
65.92,0.2525,-0.2715,0.0198,1.2500,-0.2500,0.9977,2.3648,0
65.95,0.2537,-0.2715,0.0223,1.2500,-0.2500,0.9965,2.3660,0
65.98,0.2550,-0.2715,0.0223,1.2500,-0.2500,0.9952,2.3673,0
66.02,0.2563,-0.2714,0.0223,1.2500,-0.2500,0.9939,2.3686,0
66.05,0.2576,-0.2714,0.0223,1.2500,-0.2500,0.9926,2.3699,0
66.08,0.2589,-0.2714,0.0223,1.2500,-0.2500,0.9913,2.3712,0
66.11,0.2602,-0.2714,0.0223,1.2500,-0.2500,0.9900,2.3725,0
66.14,0.2615,-0.2713,0.0223,1.2500,-0.2500,0.9888,2.3738,0
66.18,0.2628,-0.2713,0.0223,1.2500,-0.2500,0.9875,2.3751,0
66.21,0.2640,-0.2713,0.0223,1.2500,-0.2500,0.9862,2.3763,0
66.24,0.2653,-0.2712,0.0223,1.2500,-0.2500,0.9849,2.3776,0
66.27,0.2666,-0.2712,0.0223,1.2500,-0.2500,0.9836,2.3789,0
66.30,0.2678,-0.2712,0.0198,1.2500,-0.2500,0.9824,2.3801,0
66.34,0.2691,-0.2712,0.0198,1.2500,-0.2500,0.9811,2.3814,0
66.37,0.2704,-0.2711,0.0198,1.2500,-0.2500,0.9798,2.3827,0
66.40,0.2717,-0.2711,0.0198,1.2500,-0.2500,0.9785,2.3840,0
66.43,0.2730,-0.2711,0.0198,1.2500,-0.2500,0.9772,2.3853,0
66.46,0.2742,-0.2711,0.0223,1.2500,-0.2500,0.9760,2.3865,0
66.50,0.2755,-0.2710,0.0223,1.2500,-0.2500,0.9747,2.3878,0
66.53,0.2768,-0.2710,0.0223,1.2500,-0.2500,0.9734,2.3891,0
66.56,0.2781,-0.2710,0.0223,1.2500,-0.2500,0.9722,2.3904,0
66.59,0.2794,-0.2709,0.0223,1.2500,-0.2500,0.9709,2.3917,0
66.62,0.2806,-0.2709,0.0223,1.2500,-0.2500,0.9696,2.3930,0
66.66,0.2819,-0.2709,0.0223,1.2500,-0.2500,0.9683,2.3942,0
66.69,0.2832,-0.2709,0.0223,1.2500,-0.2500,0.9670,2.3955,0
66.72,0.2845,-0.2708,0.0223,1.2500,-0.2500,0.9657,2.3968,0
66.75,0.2858,-0.2708,0.0223,1.2500,-0.2500,0.9644,2.3981,0
66.78,0.2871,-0.2708,0.0223,1.2500,-0.2500,0.9631,2.3994,0
66.82,0.2884,-0.2707,0.0223,1.2500,-0.2500,0.9619,2.4007,0
66.85,0.2896,-0.2707,0.0198,1.2500,-0.2500,0.9606,2.4019,0
66.88,0.2909,-0.2707,0.0198,1.2500,-0.2500,0.9593,2.4032,0
66.91,0.2922,-0.2707,0.0198,1.2500,-0.2500,0.9581,2.4045,0
66.94,0.2935,-0.2706,0.0198,1.2500,-0.2500,0.9568,2.4058,0
66.98,0.2947,-0.2706,0.0198,1.2500,-0.2500,0.9555,2.4071,0
67.01,0.2960,-0.2706,0.0223,1.2500,-0.2500,0.9543,2.4083,0
67.04,0.2972,-0.2706,0.0223,1.2500,-0.2500,0.9530,2.4096,0
67.07,0.2985,-0.2705,0.0223,1.2500,-0.2500,0.9517,2.4108,0
67.10,0.2998,-0.2705,0.0223,1.2500,-0.2500,0.9504,2.4121,0
67.14,0.3011,-0.2705,0.0223,1.2500,-0.2500,0.9491,2.4134,0
67.17,0.3024,-0.2704,0.0223,1.2500,-0.2500,0.9478,2.4147,0
67.20,0.3037,-0.2704,0.0223,1.2500,-0.2500,0.9465,2.4160,0
67.23,0.3050,-0.2704,0.0223,1.2500,-0.2500,0.9452,2.4173,0
67.26,0.3063,-0.2704,0.0223,1.2500,-0.2500,0.9440,2.4186,0
67.30,0.3075,-0.2703,0.0223,1.2500,-0.2500,0.9427,2.4199,0
67.33,0.3088,-0.2703,0.0223,1.2500,-0.2500,0.9414,2.4211,0
67.36,0.3101,-0.2703,0.0223,1.2500,-0.2500,0.9401,2.4224,0
67.39,0.3113,-0.2702,0.0198,1.2500,-0.2500,0.9389,2.4237,0
67.42,0.3126,-0.2702,0.0198,1.2500,-0.2500,0.9376,2.4249,0
67.46,0.3139,-0.2702,0.0198,1.2500,-0.2500,0.9363,2.4262,0
67.49,0.3152,-0.2702,0.0198,1.2500,-0.2500,0.9350,2.4275,0
67.52,0.3164,-0.2701,0.0223,1.2500,-0.2500,0.9338,2.4287,0
67.55,0.3177,-0.2701,0.0223,1.2500,-0.2500,0.9325,2.4300,0
67.58,0.3190,-0.2701,0.0223,1.2500,-0.2500,0.9312,2.4313,0
67.62,0.3203,-0.2701,0.0223,1.2500,-0.2500,0.9299,2.4326,0
67.65,0.3216,-0.2700,0.0223,1.2500,-0.2500,0.9286,2.4339,0
67.68,0.3229,-0.2700,0.0223,1.2500,-0.2500,0.9274,2.4352,0
67.71,0.3241,-0.2700,0.0223,1.2500,-0.2500,0.9261,2.4365,0
67.74,0.3254,-0.2699,0.0223,1.2500,-0.2500,0.9248,2.4378,0
67.78,0.3267,-0.2699,0.0223,1.2500,-0.2500,0.9235,2.4390,0
67.81,0.3280,-0.2699,0.0223,1.2500,-0.2500,0.9222,2.4403,0
67.84,0.3293,-0.2699,0.0223,1.2500,-0.2500,0.9209,2.4416,0
67.87,0.3306,-0.2698,0.0223,1.2500,-0.2500,0.9196,2.4429,0
67.90,0.3318,-0.2698,0.0198,1.2500,-0.2500,0.9184,2.4441,0
67.94,0.3331,-0.2698,0.0198,1.2500,-0.2500,0.9171,2.4454,0
67.97,0.3344,-0.2697,0.0198,1.2500,-0.2500,0.9158,2.4467,0
68.00,0.3357,-0.2697,0.0198,1.2500,-0.2500,0.9145,2.4480,0
68.03,0.3370,-0.2697,0.0198,1.2500,-0.2500,0.9133,2.4493,0
68.06,0.3382,-0.2697,0.0223,1.2500,-0.2500,0.9120,2.4505,0
68.10,0.3395,-0.2696,0.0223,1.2500,-0.2500,0.9107,2.4518,0
68.13,0.3408,-0.2696,0.0223,1.2500,-0.2500,0.9095,2.4531,0
68.16,0.3420,-0.2696,0.0223,1.2500,-0.2500,0.9082,2.4544,0
68.19,0.3433,-0.2696,0.0223,1.2500,-0.2500,0.9069,2.4557,0
68.22,0.3446,-0.2695,0.0223,1.2500,-0.2500,0.9056,2.4569,0
68.26,0.3459,-0.2695,0.0223,1.2500,-0.2500,0.9043,2.4582,0
68.29,0.3472,-0.2695,0.0223,1.2500,-0.2500,0.9030,2.4595,0
68.32,0.3485,-0.2694,0.0223,1.2500,-0.2500,0.9017,2.4608,0
68.35,0.3498,-0.2694,0.0223,1.2500,-0.2500,0.9004,2.4621,0
68.38,0.3510,-0.2694,0.0223,1.2500,-0.2500,0.8992,2.4634,0
68.42,0.3523,-0.2694,0.0198,1.2500,-0.2500,0.8979,2.4646,0
68.45,0.3536,-0.2693,0.0198,1.2500,-0.2500,0.8966,2.4659,0
68.48,0.3548,-0.2693,0.0198,1.2500,-0.2500,0.8954,2.4672,0
68.51,0.3561,-0.2693,0.0198,1.2500,-0.2500,0.8941,2.4685,0
68.54,0.3574,-0.2693,0.0198,1.2500,-0.2500,0.8928,2.4697,0
68.58,0.3586,-0.2692,0.0223,1.2500,-0.2500,0.8916,2.4710,0
68.61,0.3599,-0.2692,0.0223,1.2500,-0.2500,0.8903,2.4723,0
68.64,0.3612,-0.2692,0.0223,1.2500,-0.2500,0.8890,2.4735,0
68.67,0.3625,-0.2691,0.0223,1.2500,-0.2500,0.8877,2.4748,0
68.70,0.3638,-0.2691,0.0223,1.2500,-0.2500,0.8864,2.4761,0
68.74,0.3651,-0.2691,0.0223,1.2500,-0.2500,0.8851,2.4774,0
68.77,0.3664,-0.2691,0.0223,1.2500,-0.2500,0.8838,2.4787,0
68.80,0.3677,-0.2690,0.0223,1.2500,-0.2500,0.8826,2.4800,0
68.83,0.3689,-0.2690,0.0223,1.2500,-0.2500,0.8813,2.4813,0
68.86,0.3702,-0.2690,0.0223,1.2500,-0.2500,0.8800,2.4826,0
68.90,0.3715,-0.2689,0.0223,1.2500,-0.2500,0.8787,2.4838,0
68.93,0.3728,-0.2689,0.0223,1.2500,-0.2500,0.8774,2.4851,0
68.96,0.3740,-0.2689,0.0198,1.2500,-0.2500,0.8762,2.4864,0
68.99,0.3753,-0.2689,0.0198,1.2500,-0.2500,0.8749,2.4876,0
69.02,0.3766,-0.2688,0.0198,1.2500,-0.2500,0.8736,2.4889,0
69.06,0.3779,-0.2688,0.0198,1.2500,-0.2500,0.8723,2.4902,0
69.09,0.3792,-0.2688,0.0198,1.2500,-0.2500,0.8710,2.4915,0
69.12,0.3804,-0.2688,0.0223,1.2500,-0.2500,0.8698,2.4927,0
69.15,0.3817,-0.2687,0.0223,1.2500,-0.2500,0.8685,2.4940,0
69.18,0.3830,-0.2687,0.0223,1.2500,-0.2500,0.8672,2.4953,0
69.22,0.3843,-0.2687,0.0223,1.2500,-0.2500,0.8659,2.4966,0
69.25,0.3855,-0.2686,0.0223,1.2500,-0.2500,0.8647,2.4979,0
69.28,0.3868,-0.2686,0.0223,1.2500,-0.2500,0.8634,2.4992,0
69.31,0.3881,-0.2686,0.0223,1.2500,-0.2500,0.8621,2.5005,0
69.34,0.3894,-0.2686,0.0223,1.2500,-0.2500,0.8608,2.5017,0
69.38,0.3907,-0.2685,0.0223,1.2500,-0.2500,0.8595,2.5030,0
69.41,0.3920,-0.2685,0.0223,1.2500,-0.2500,0.8582,2.5043,0
69.44,0.3933,-0.2685,0.0223,1.2500,-0.2500,0.8569,2.5056,0
69.47,0.3945,-0.2685,0.0198,1.2500,-0.2500,0.8557,2.5068,0
69.50,0.3958,-0.2684,0.0198,1.2500,-0.2500,0.8544,2.5081,0
69.54,0.3971,-0.2684,0.0198,1.2500,-0.2500,0.8531,2.5094,0
69.57,0.3984,-0.2684,0.0198,1.2500,-0.2500,0.8518,2.5107,0
69.60,0.3996,-0.2683,0.0198,1.2500,-0.2500,0.8506,2.5120,0
69.63,0.4009,-0.2683,0.0223,1.2500,-0.2500,0.8493,2.5132,0
69.66,0.4021,-0.2683,0.0223,1.2500,-0.2500,0.8480,2.5145,0
69.70,0.4034,-0.2683,0.0223,1.2500,-0.2500,0.8468,2.5158,0
69.73,0.4047,-0.2682,0.0223,1.2500,-0.2500,0.8455,2.5171,0
69.76,0.4060,-0.2682,0.0223,1.2500,-0.2500,0.8442,2.5183,0
69.79,0.4073,-0.2682,0.0223,1.2500,-0.2500,0.8429,2.5196,0
69.82,0.4086,-0.2682,0.0223,1.2500,-0.2500,0.8416,2.5209,0
69.86,0.4099,-0.2681,0.0223,1.2500,-0.2500,0.8403,2.5222,0
69.89,0.4112,-0.2681,0.0223,1.2500,-0.2500,0.8390,2.5235,0
69.92,0.4124,-0.2681,0.0223,1.2500,-0.2500,0.8378,2.5248,0
69.95,0.4137,-0.2680,0.0223,1.2500,-0.2500,0.8365,2.5261,0
69.98,0.4150,-0.2680,0.0223,1.2500,-0.2500,0.8352,2.5274,0
70.02,0.4162,-0.2680,0.0198,1.2500,-0.2500,0.8340,2.5286,0
70.05,0.4175,-0.2680,0.0198,1.2500,-0.2500,0.8327,2.5299,0
70.08,0.4188,-0.2679,0.0198,1.2500,-0.2500,0.8314,2.5312,0
70.11,0.4201,-0.2679,0.0198,1.2500,-0.2500,0.8301,2.5324,0
70.14,0.4214,-0.2679,0.0198,1.2500,-0.2500,0.8288,2.5337,0
70.18,0.4226,-0.2679,0.0223,1.2500,-0.2500,0.8276,2.5350,0
70.21,0.4239,-0.2678,0.0223,1.2500,-0.2500,0.8263,2.5362,0
70.24,0.4252,-0.2678,0.0223,1.2500,-0.2500,0.8250,2.5375,0
70.27,0.4265,-0.2678,0.0223,1.2500,-0.2500,0.8237,2.5388,0
70.30,0.4278,-0.2677,0.0223,1.2500,-0.2500,0.8224,2.5401,0
70.34,0.4290,-0.2677,0.0223,1.2500,-0.2500,0.8211,2.5414,0
70.37,0.4303,-0.2677,0.0223,1.2500,-0.2500,0.8199,2.5427,0
70.40,0.4316,-0.2677,0.0223,1.2500,-0.2500,0.8186,2.5440,0
70.43,0.4329,-0.2676,0.0223,1.2500,-0.2500,0.8173,2.5453,0
70.46,0.4342,-0.2676,0.0223,1.2500,-0.2500,0.8160,2.5465,0
70.50,0.4355,-0.2676,0.0223,1.2500,-0.2500,0.8147,2.5478,0
70.53,0.4368,-0.2675,0.0223,1.2500,-0.2500,0.8134,2.5491,0
70.56,0.4380,-0.2675,0.0198,1.2500,-0.2500,0.8122,2.5503,0
70.59,0.4393,-0.2675,0.0198,1.2500,-0.2500,0.8109,2.5516,0
70.62,0.4406,-0.2675,0.0198,1.2500,-0.2500,0.8096,2.5529,0
70.66,0.4419,-0.2674,0.0198,1.2500,-0.2500,0.8083,2.5542,0
70.69,0.4431,-0.2674,0.0223,1.2500,-0.2500,0.8071,2.5554,0
70.72,0.4444,-0.2674,0.0223,1.2500,-0.2500,0.8058,2.5567,0
70.75,0.4457,-0.2674,0.0223,1.2500,-0.2500,0.8045,2.5580,0
70.78,0.4469,-0.2673,0.0223,1.2500,-0.2500,0.8032,2.5593,0
70.82,0.4482,-0.2673,0.0223,1.2500,-0.2500,0.8020,2.5606,0
70.85,0.4495,-0.2673,0.0223,1.2500,-0.2500,0.8007,2.5619,0
70.88,0.4508,-0.2672,0.0223,1.2500,-0.2500,0.7994,2.5631,0
70.91,0.4521,-0.2672,0.0223,1.2500,-0.2500,0.7981,2.5644,0
70.94,0.4534,-0.2672,0.0223,1.2500,-0.2500,0.7968,2.5657,0
70.98,0.4547,-0.2672,0.0223,1.2500,-0.2500,0.7955,2.5670,0
71.01,0.4559,-0.2671,0.0223,1.2500,-0.2500,0.7942,2.5683,0
71.04,0.4572,-0.2671,0.0223,1.2500,-0.2500,0.7929,2.5696,0
71.07,0.4585,-0.2671,0.0198,1.2500,-0.2500,0.7917,2.5708,0
71.10,0.4597,-0.2670,0.0198,1.2500,-0.2500,0.7904,2.5721,0
71.14,0.4610,-0.2670,0.0198,1.2500,-0.2500,0.7892,2.5734,0
71.17,0.4623,-0.2670,0.0198,1.2500,-0.2500,0.7879,2.5747,0
71.20,0.4636,-0.2670,0.0198,1.2500,-0.2500,0.7866,2.5760,0
71.23,0.4648,-0.2669,0.0223,1.2500,-0.2500,0.7854,2.5772,0
71.26,0.4661,-0.2669,0.0223,1.2500,-0.2500,0.7841,2.5785,0
71.30,0.4674,-0.2669,0.0223,1.2500,-0.2500,0.7828,2.5798,0
71.33,0.4687,-0.2669,0.0223,1.2500,-0.2500,0.7815,2.5810,0
71.36,0.4700,-0.2668,0.0223,1.2500,-0.2500,0.7802,2.5823,0
71.39,0.4713,-0.2668,0.0223,1.2500,-0.2500,0.7789,2.5836,0
71.42,0.4726,-0.2668,0.0223,1.2500,-0.2500,0.7776,2.5849,0
71.46,0.4738,-0.2667,0.0223,1.2500,-0.2500,0.7763,2.5862,0
71.49,0.4751,-0.2667,0.0223,1.2500,-0.2500,0.7751,2.5875,0
71.52,0.4764,-0.2667,0.0223,1.2500,-0.2500,0.7738,2.5888,0
71.55,0.4777,-0.2667,0.0223,1.2500,-0.2500,0.7725,2.5901,0
71.58,0.4789,-0.2666,0.0198,1.2500,-0.2500,0.7713,2.5913,0
71.62,0.4802,-0.2666,0.0198,1.2500,-0.2500,0.7700,2.5926,0
71.65,0.4815,-0.2666,0.0198,1.2500,-0.2500,0.7687,2.5939,0
71.68,0.4828,-0.2666,0.0198,1.2500,-0.2500,0.7674,2.5951,0
71.71,0.4841,-0.2665,0.0198,1.2500,-0.2500,0.7661,2.5964,0
71.74,0.4853,-0.2665,0.0223,1.2500,-0.2500,0.7649,2.5977,0
71.78,0.4866,-0.2665,0.0223,1.2500,-0.2500,0.7636,2.5989,0
71.81,0.4879,-0.2664,0.0223,1.2500,-0.2500,0.7623,2.6002,0
71.84,0.4892,-0.2664,0.0223,1.2500,-0.2500,0.7610,2.6015,0
71.87,0.4904,-0.2664,0.0223,1.2500,-0.2500,0.7597,2.6028,0
71.90,0.4917,-0.2664,0.0223,1.2500,-0.2500,0.7584,2.6041,0
71.94,0.4930,-0.2663,0.0223,1.2500,-0.2500,0.7572,2.6054,0
71.97,0.4943,-0.2663,0.0223,1.2500,-0.2500,0.7559,2.6067,0
72.00,0.4956,-0.2663,0.0223,1.2500,-0.2500,0.7546,2.6080,0
72.03,0.4969,-0.2662,0.0223,1.2500,-0.2500,0.7533,2.6092,0
72.06,0.4982,-0.2662,0.0223,1.2500,-0.2500,0.7520,2.6105,0
72.10,0.4995,-0.2662,0.0223,1.2500,-0.2500,0.7507,2.6118,0
72.13,0.5007,-0.2662,0.0198,1.2500,-0.2500,0.7495,2.6130,0
72.16,0.5020,-0.2661,0.0198,1.2500,-0.2500,0.7482,2.6143,0
72.19,0.5032,-0.2661,0.0198,1.2500,-0.2500,0.7469,2.6156,0
72.22,0.5045,-0.2661,0.0198,1.2500,-0.2500,0.7456,2.6169,0
72.26,0.5058,-0.2661,0.0223,1.2500,-0.2500,0.7444,2.6181,0
72.29,0.5070,-0.2660,0.0223,1.2500,-0.2500,0.7431,2.6194,0
72.32,0.5083,-0.2660,0.0223,1.2500,-0.2500,0.7418,2.6207,0
72.35,0.5096,-0.2660,0.0223,1.2500,-0.2500,0.7406,2.6220,0
72.38,0.5109,-0.2659,0.0223,1.2500,-0.2500,0.7393,2.6233,0
72.42,0.5122,-0.2659,0.0223,1.2500,-0.2500,0.7380,2.6246,0
72.45,0.5135,-0.2659,0.0223,1.2500,-0.2500,0.7367,2.6258,0
72.48,0.5148,-0.2659,0.0223,1.2500,-0.2500,0.7354,2.6271,0
72.51,0.5161,-0.2658,0.0223,1.2500,-0.2500,0.7341,2.6284,0
72.54,0.5173,-0.2658,0.0223,1.2500,-0.2500,0.7328,2.6297,0
72.58,0.5186,-0.2658,0.0223,1.2500,-0.2500,0.7315,2.6310,0
72.61,0.5199,-0.2657,0.0223,1.2500,-0.2500,0.7303,2.6323,0
72.64,0.5211,-0.2657,0.0198,1.2500,-0.2500,0.7290,2.6335,0
72.67,0.5224,-0.2657,0.0198,1.2500,-0.2500,0.7277,2.6348,0
72.70,0.5237,-0.2657,0.0198,1.2500,-0.2500,0.7265,2.6361,0
72.74,0.5250,-0.2656,0.0198,1.2500,-0.2500,0.7252,2.6374,0
72.77,0.5263,-0.2656,0.0198,1.2500,-0.2500,0.7239,2.6387,0
72.80,0.5275,-0.2656,0.0223,1.2500,-0.2500,0.7227,2.6399,0
72.83,0.5288,-0.2656,0.0223,1.2500,-0.2500,0.7214,2.6412,0
72.86,0.5301,-0.2655,0.0223,1.2500,-0.2500,0.7201,2.6425,0
72.90,0.5314,-0.2655,0.0223,1.2500,-0.2500,0.7188,2.6437,0
72.93,0.5327,-0.2655,0.0223,1.2500,-0.2500,0.7175,2.6450,0
72.96,0.5339,-0.2654,0.0223,1.2500,-0.2500,0.7162,2.6463,0
72.99,0.5352,-0.2654,0.0223,1.2500,-0.2500,0.7149,2.6476,0
73.02,0.5365,-0.2654,0.0223,1.2500,-0.2500,0.7136,2.6489,0
73.06,0.5378,-0.2654,0.0223,1.2500,-0.2500,0.7124,2.6502,0
73.09,0.5391,-0.2653,0.0223,1.2500,-0.2500,0.7111,2.6515,0
73.12,0.5404,-0.2653,0.0223,1.2500,-0.2500,0.7098,2.6528,0
73.15,0.5417,-0.2653,0.0223,1.2500,-0.2500,0.7085,2.6540,0
73.18,0.5429,-0.2652,0.0198,1.2500,-0.2500,0.7073,2.6553,0
73.22,0.5442,-0.2652,0.0198,1.2500,-0.2500,0.7060,2.6565,0
73.25,0.5455,-0.2652,0.0198,1.2500,-0.2500,0.7047,2.6578,0
73.28,0.5468,-0.2652,0.0198,1.2500,-0.2500,0.7034,2.6591,0
