time_s,x_m,y_m,theta_rad,target_x_m,target_y_m,distance_to_target_m,accumulated_distance_m,is_colliding
24.38,-0.7536,-0.8076,1.5102,-0.7500,-0.7500,0.0577,0.9068,0
24.42,-0.7535,-0.8064,1.5077,-0.7500,-0.7500,0.0565,0.9081,0
24.45,-0.7535,-0.8051,1.5077,-0.7500,-0.7500,0.0552,0.9094,0
24.48,-0.7534,-0.8038,1.5077,-0.7500,-0.7500,0.0539,0.9106,0
24.51,-0.7533,-0.8025,1.5077,-0.7500,-0.7500,0.0526,0.9119,0
24.54,-0.7532,-0.8012,1.5077,-0.7500,-0.7500,0.0513,0.9132,0
24.58,-0.7531,-0.7999,1.5077,-0.7500,-0.7500,0.0500,0.9145,0
24.61,-0.7531,-0.7986,1.5077,-0.7500,-0.7500,0.0487,0.9158,0
24.64,-0.7530,-0.7974,1.5077,-0.7500,-0.7500,0.0475,0.9171,0
24.67,-0.7529,-0.7961,1.5077,-0.7500,-0.7500,0.0462,0.9184,0
24.70,-0.7528,-0.7948,1.5077,-0.7500,-0.7500,0.0449,0.9197,0
24.74,-0.7527,-0.7935,1.5077,-0.7500,-0.7500,0.0436,0.9209,0
24.77,-0.7527,-0.7922,1.5077,-0.7500,-0.7500,0.0423,0.9222,0
24.80,-0.7526,-0.7909,1.5077,-0.7500,-0.7500,0.0410,0.9235,0
24.83,-0.7524,-0.7884,1.5077,-0.2500,-0.7500,0.5039,0.9261,0
24.86,-0.7524,-0.7884,1.4533,-0.2500,-0.7500,0.5039,0.9261,0
24.90,-0.7524,-0.7884,1.4013,-0.2500,-0.7500,0.5039,0.9262,0
24.93,-0.7524,-0.7884,1.3493,-0.2500,-0.7500,0.5039,0.9262,0
24.96,-0.7524,-0.7884,1.3023,-0.2500,-0.7500,0.5039,0.9263,0
24.99,-0.7524,-0.7884,1.2527,-0.2500,-0.7500,0.5039,0.9263,0
25.02,-0.7524,-0.7884,1.2082,-0.2500,-0.7500,0.5039,0.9263,0
25.06,-0.7524,-0.7884,1.1636,-0.2500,-0.7500,0.5039,0.9263,0
25.09,-0.7524,-0.7884,1.1240,-0.2500,-0.7500,0.5039,0.9263,0
25.12,-0.7524,-0.7884,1.0844,-0.2500,-0.7500,0.5039,0.9263,0
25.15,-0.7524,-0.7884,1.0448,-0.2500,-0.7500,0.5039,0.9263,0
25.18,-0.7524,-0.7884,1.0076,-0.2500,-0.7500,0.5039,0.9263,0
25.22,-0.7524,-0.7884,0.9705,-0.2500,-0.7500,0.5039,0.9264,0
25.25,-0.7524,-0.7884,0.9358,-0.2500,-0.7500,0.5039,0.9264,0
25.28,-0.7524,-0.7884,0.9061,-0.2500,-0.7500,0.5039,0.9264,0
25.31,-0.7524,-0.7884,0.8715,-0.2500,-0.7500,0.5039,0.9264,0
25.34,-0.7524,-0.7884,0.8418,-0.2500,-0.7500,0.5039,0.9264,0
25.38,-0.7524,-0.7884,0.8121,-0.2500,-0.7500,0.5039,0.9264,0
25.41,-0.7524,-0.7884,0.7823,-0.2500,-0.7500,0.5039,0.9264,0
25.44,-0.7524,-0.7884,0.7576,-0.2500,-0.7500,0.5039,0.9264,0
25.47,-0.7524,-0.7884,0.7304,-0.2500,-0.7500,0.5038,0.9265,0
25.50,-0.7524,-0.7884,0.7056,-0.2500,-0.7500,0.5038,0.9265,0
25.54,-0.7524,-0.7884,0.6833,-0.2500,-0.7500,0.5039,0.9265,0
25.57,-0.7524,-0.7884,0.6586,-0.2500,-0.7500,0.5039,0.9265,0
25.60,-0.7524,-0.7884,0.6363,-0.2500,-0.7500,0.5038,0.9266,0
25.63,-0.7524,-0.7884,0.6140,-0.2500,-0.7500,0.5039,0.9267,0
25.66,-0.7524,-0.7884,0.5942,-0.2500,-0.7500,0.5039,0.9267,0
25.70,-0.7524,-0.7884,0.5744,-0.2500,-0.7500,0.5039,0.9267,0
25.73,-0.7524,-0.7884,0.5546,-0.2500,-0.7500,0.5039,0.9267,0
25.76,-0.7524,-0.7884,0.5348,-0.2500,-0.7500,0.5039,0.9267,0
25.79,-0.7524,-0.7884,0.5199,-0.2500,-0.7500,0.5039,0.9267,0
25.82,-0.7524,-0.7884,0.5001,-0.2500,-0.7500,0.5039,0.9267,0
25.86,-0.7524,-0.7884,0.4853,-0.2500,-0.7500,0.5039,0.9267,0
25.89,-0.7524,-0.7884,0.4704,-0.2500,-0.7500,0.5039,0.9267,0
25.92,-0.7524,-0.7884,0.4555,-0.2500,-0.7500,0.5039,0.9267,0
25.95,-0.7524,-0.7884,0.4407,-0.2500,-0.7500,0.5039,0.9267,0
25.98,-0.7524,-0.7884,0.4258,-0.2500,-0.7500,0.5039,0.9267,0
26.02,-0.7524,-0.7884,0.4110,-0.2500,-0.7500,0.5039,0.9267,0
26.05,-0.7524,-0.7884,0.4011,-0.2500,-0.7500,0.5039,0.9267,0
26.08,-0.7524,-0.7884,0.3862,-0.2500,-0.7500,0.5039,0.9267,0
26.11,-0.7524,-0.7884,0.3763,-0.2500,-0.7500,0.5039,0.9267,0
26.14,-0.7524,-0.7884,0.3639,-0.2500,-0.7500,0.5038,0.9267,0
26.18,-0.7524,-0.7884,0.3516,-0.2500,-0.7500,0.5039,0.9268,0
26.21,-0.7524,-0.7884,0.3417,-0.2500,-0.7500,0.5039,0.9268,0
26.24,-0.7524,-0.7884,0.3318,-0.2500,-0.7500,0.5039,0.9268,0
26.27,-0.7524,-0.7884,0.3218,-0.2500,-0.7500,0.5039,0.9268,0
26.30,-0.7524,-0.7884,0.3119,-0.2500,-0.7500,0.5039,0.9268,0
26.34,-0.7524,-0.7884,0.3020,-0.2500,-0.7500,0.5039,0.9268,0
26.37,-0.7524,-0.7884,0.2946,-0.2500,-0.7500,0.5038,0.9269,0
26.40,-0.7524,-0.7884,0.2872,-0.2500,-0.7500,0.5039,0.9269,0
26.43,-0.7524,-0.7884,0.2773,-0.2500,-0.7500,0.5039,0.9269,0
26.46,-0.7524,-0.7884,0.2723,-0.2500,-0.7500,0.5039,0.9269,0
26.50,-0.7524,-0.7884,0.2624,-0.2500,-0.7500,0.5039,0.9269,0
26.53,-0.7524,-0.7884,0.2575,-0.2500,-0.7500,0.5039,0.9269,0
26.56,-0.7524,-0.7884,0.2476,-0.2500,-0.7500,0.5039,0.9269,0
26.59,-0.7512,-0.7881,0.2426,-0.2500,-0.7500,0.5026,0.9282,0
26.62,-0.7499,-0.7878,0.2377,-0.2500,-0.7500,0.5014,0.9295,0
26.66,-0.7487,-0.7875,0.2302,-0.2500,-0.7500,0.5001,0.9307,0
26.69,-0.7474,-0.7872,0.2228,-0.2500,-0.7500,0.4988,0.9321,0
26.72,-0.7462,-0.7869,0.2179,-0.2500,-0.7500,0.4975,0.9334,0
26.75,-0.7449,-0.7867,0.2129,-0.2500,-0.7500,0.4963,0.9347,0
26.78,-0.7436,-0.7864,0.2080,-0.2500,-0.7500,0.4950,0.9359,0
26.82,-0.7424,-0.7861,0.2005,-0.2500,-0.7500,0.4938,0.9372,0
26.85,-0.7412,-0.7859,0.1956,-0.2500,-0.7500,0.4925,0.9385,0
26.88,-0.7399,-0.7856,0.1906,-0.2500,-0.7500,0.4912,0.9397,0
26.91,-0.7387,-0.7854,0.1882,-0.2500,-0.7500,0.4900,0.9410,0
26.94,-0.7374,-0.7852,0.1857,-0.2500,-0.7500,0.4887,0.9423,0
26.98,-0.7361,-0.7849,0.1807,-0.2500,-0.7500,0.4874,0.9436,0
27.01,-0.7349,-0.7847,0.1758,-0.2500,-0.7500,0.4861,0.9449,0
27.04,-0.7336,-0.7845,0.1708,-0.2500,-0.7500,0.4848,0.9462,0
27.07,-0.7324,-0.7843,0.1684,-0.2500,-0.7500,0.4836,0.9474,0
27.10,-0.7311,-0.7841,0.1634,-0.2500,-0.7500,0.4823,0.9487,0
27.14,-0.7298,-0.7839,0.1584,-0.2500,-0.7500,0.4810,0.9500,0
27.17,-0.7286,-0.7837,0.1584,-0.2500,-0.7500,0.4798,0.9513,0
27.20,-0.7273,-0.7835,0.1535,-0.2500,-0.7500,0.4785,0.9525,0
27.23,-0.7261,-0.7833,0.1510,-0.2500,-0.7500,0.4773,0.9538,0
27.26,-0.7248,-0.7831,0.1461,-0.2500,-0.7500,0.4760,0.9551,0
27.30,-0.7235,-0.7829,0.1436,-0.2500,-0.7500,0.4746,0.9564,0
27.33,-0.7223,-0.7827,0.1411,-0.2500,-0.7500,0.4734,0.9576,0
27.36,-0.7209,-0.7825,0.1386,-0.2500,-0.7500,0.4721,0.9590,0
27.39,-0.7197,-0.7824,0.1362,-0.2500,-0.7500,0.4708,0.9602,0
27.42,-0.7184,-0.7822,0.1312,-0.2500,-0.7500,0.4696,0.9615,0
27.46,-0.7172,-0.7820,0.1312,-0.2500,-0.7500,0.4683,0.9628,0
27.49,-0.7160,-0.7819,0.1287,-0.2500,-0.7500,0.4670,0.9640,0
27.52,-0.7146,-0.7817,0.1263,-0.2500,-0.7500,0.4657,0.9654,0
27.55,-0.7134,-0.7815,0.1238,-0.2500,-0.7500,0.4645,0.9666,0
27.58,-0.7121,-0.7814,0.1213,-0.2500,-0.7500,0.4631,0.9679,0
27.62,-0.7108,-0.7812,0.1188,-0.2500,-0.7500,0.4619,0.9692,0
27.65,-0.7096,-0.7811,0.1188,-0.2500,-0.7500,0.4606,0.9704,0
27.68,-0.7083,-0.7809,0.1139,-0.2500,-0.7500,0.4593,0.9717,0
27.71,-0.7070,-0.7808,0.1139,-0.2500,-0.7500,0.4580,0.9730,0
27.74,-0.7057,-0.7806,0.1139,-0.2500,-0.7500,0.4568,0.9743,0
27.78,-0.7045,-0.7805,0.1114,-0.2500,-0.7500,0.4555,0.9755,0
27.81,-0.7032,-0.7803,0.1089,-0.2500,-0.7500,0.4542,0.9769,0
27.84,-0.7020,-0.7802,0.1065,-0.2500,-0.7500,0.4530,0.9781,0
27.87,-0.7007,-0.7801,0.1065,-0.2500,-0.7500,0.4517,0.9794,0
27.90,-0.6993,-0.7799,0.1040,-0.2500,-0.7500,0.4503,0.9807,0
27.94,-0.6981,-0.7798,0.1015,-0.2500,-0.7500,0.4491,0.9820,0
27.97,-0.6968,-0.7797,0.1015,-0.2500,-0.7500,0.4478,0.9833,0
28.00,-0.6956,-0.7795,0.1015,-0.2500,-0.7500,0.4465,0.9845,0
28.03,-0.6943,-0.7794,0.0990,-0.2500,-0.7500,0.4453,0.9858,0
28.06,-0.6930,-0.7793,0.0966,-0.2500,-0.7500,0.4440,0.9871,0
28.10,-0.6917,-0.7792,0.0966,-0.2500,-0.7500,0.4427,0.9884,0
28.13,-0.6905,-0.7790,0.0941,-0.2500,-0.7500,0.4415,0.9896,0
28.16,-0.6892,-0.7789,0.0941,-0.2500,-0.7500,0.4402,0.9909,0
28.19,-0.6879,-0.7788,0.0941,-0.2500,-0.7500,0.4389,0.9922,0
28.22,-0.6867,-0.7787,0.0916,-0.2500,-0.7500,0.4377,0.9934,0
28.26,-0.6854,-0.7786,0.0891,-0.2500,-0.7500,0.4363,0.9948,0
28.29,-0.6841,-0.7785,0.0891,-0.2500,-0.7500,0.4350,0.9961,0
28.32,-0.6828,-0.7783,0.0891,-0.2500,-0.7500,0.4337,0.9973,0
28.35,-0.6816,-0.7782,0.0867,-0.2500,-0.7500,0.4325,0.9986,0
28.38,-0.6803,-0.7781,0.0867,-0.2500,-0.7500,0.4312,0.9999,0
28.42,-0.6790,-0.7780,0.0867,-0.2500,-0.7500,0.4299,1.0011,0
28.45,-0.6777,-0.7779,0.0867,-0.2500,-0.7500,0.4286,1.0024,0
28.48,-0.6765,-0.7778,0.0867,-0.2500,-0.7500,0.4274,1.0037,0
28.51,-0.6752,-0.7777,0.0842,-0.2500,-0.7500,0.4261,1.0049,0
28.54,-0.6739,-0.7776,0.0817,-0.2500,-0.7500,0.4248,1.0063,0
28.58,-0.6726,-0.7775,0.0817,-0.2500,-0.7500,0.4235,1.0076,0
28.61,-0.6713,-0.7774,0.0817,-0.2500,-0.7500,0.4222,1.0089,0
28.64,-0.6700,-0.7773,0.0817,-0.2500,-0.7500,0.4209,1.0102,0
28.67,-0.6688,-0.7772,0.0792,-0.2500,-0.7500,0.4197,1.0114,0
28.70,-0.6675,-0.7771,0.0792,-0.2500,-0.7500,0.4184,1.0127,0
28.74,-0.6663,-0.7770,0.0792,-0.2500,-0.7500,0.4171,1.0140,0
28.77,-0.6650,-0.7769,0.0792,-0.2500,-0.7500,0.4158,1.0152,0
28.80,-0.6637,-0.7767,0.0792,-0.2500,-0.7500,0.4146,1.0165,0
28.83,-0.6625,-0.7767,0.0767,-0.2500,-0.7500,0.4133,1.0178,0
28.86,-0.6612,-0.7766,0.0767,-0.2500,-0.7500,0.4120,1.0190,0
28.90,-0.6599,-0.7765,0.0767,-0.2500,-0.7500,0.4108,1.0203,0
28.93,-0.6586,-0.7764,0.0767,-0.2500,-0.7500,0.4095,1.0216,0
28.96,-0.6573,-0.7763,0.0767,-0.2500,-0.7500,0.4082,1.0229,0
28.99,-0.6560,-0.7762,0.0767,-0.2500,-0.7500,0.4069,1.0242,0
29.02,-0.6548,-0.7761,0.0767,-0.2500,-0.7500,0.4056,1.0255,0
29.06,-0.6535,-0.7760,0.0743,-0.2500,-0.7500,0.4044,1.0267,0
29.09,-0.6523,-0.7759,0.0743,-0.2500,-0.7500,0.4031,1.0280,0
29.12,-0.6510,-0.7758,0.0743,-0.2500,-0.7500,0.4018,1.0293,0
29.15,-0.6497,-0.7757,0.0743,-0.2500,-0.7500,0.4005,1.0306,0
29.18,-0.6484,-0.7756,0.0743,-0.2500,-0.7500,0.3992,1.0319,0
29.22,-0.6471,-0.7755,0.0743,-0.2500,-0.7500,0.3979,1.0331,0
29.25,-0.6458,-0.7754,0.0743,-0.2500,-0.7500,0.3967,1.0344,0
29.28,-0.6446,-0.7753,0.0718,-0.2500,-0.7500,0.3954,1.0356,0
29.31,-0.6433,-0.7752,0.0718,-0.2500,-0.7500,0.3941,1.0369,0
29.34,-0.6421,-0.7751,0.0718,-0.2500,-0.7500,0.3929,1.0382,0
29.38,-0.6408,-0.7750,0.0718,-0.2500,-0.7500,0.3916,1.0395,0
29.41,-0.6395,-0.7749,0.0718,-0.2500,-0.7500,0.3903,1.0408,0
29.44,-0.6382,-0.7748,0.0718,-0.2500,-0.7500,0.3890,1.0421,0
29.47,-0.6369,-0.7748,0.0718,-0.2500,-0.7500,0.3877,1.0434,0
29.50,-0.6356,-0.7747,0.0718,-0.2500,-0.7500,0.3864,1.0447,0
29.54,-0.6344,-0.7746,0.0693,-0.2500,-0.7500,0.3852,1.0459,0
29.57,-0.6331,-0.7745,0.0693,-0.2500,-0.7500,0.3839,1.0472,0
29.60,-0.6318,-0.7744,0.0693,-0.2500,-0.7500,0.3826,1.0485,0
29.63,-0.6306,-0.7743,0.0693,-0.2500,-0.7500,0.3813,1.0497,0
29.66,-0.6293,-0.7742,0.0693,-0.2500,-0.7500,0.3800,1.0510,0
29.70,-0.6280,-0.7741,0.0693,-0.2500,-0.7500,0.3788,1.0523,0
29.73,-0.6267,-0.7740,0.0693,-0.2500,-0.7500,0.3775,1.0536,0
29.76,-0.6254,-0.7739,0.0693,-0.2500,-0.7500,0.3762,1.0549,0
29.79,-0.6241,-0.7739,0.0693,-0.2500,-0.7500,0.3749,1.0562,0
29.82,-0.6229,-0.7738,0.0693,-0.2500,-0.7500,0.3736,1.0575,0
29.86,-0.6216,-0.7737,0.0668,-0.2500,-0.7500,0.3724,1.0587,0
29.89,-0.6204,-0.7736,0.0668,-0.2500,-0.7500,0.3711,1.0600,0
29.92,-0.6191,-0.7735,0.0668,-0.2500,-0.7500,0.3698,1.0613,0
29.95,-0.6178,-0.7734,0.0668,-0.2500,-0.7500,0.3685,1.0626,0
29.98,-0.6165,-0.7733,0.0668,-0.2500,-0.7500,0.3672,1.0638,0
30.02,-0.6152,-0.7733,0.0668,-0.2500,-0.7500,0.3660,1.0651,0
30.05,-0.6139,-0.7732,0.0668,-0.2500,-0.7500,0.3647,1.0664,0
30.08,-0.6126,-0.7731,0.0668,-0.2500,-0.7500,0.3634,1.0677,0
30.11,-0.6114,-0.7730,0.0668,-0.2500,-0.7500,0.3621,1.0690,0
30.14,-0.6101,-0.7729,0.0668,-0.2500,-0.7500,0.3608,1.0703,0
30.18,-0.6088,-0.7728,0.0668,-0.2500,-0.7500,0.3595,1.0716,0
30.21,-0.6076,-0.7727,0.0644,-0.2500,-0.7500,0.3583,1.0728,0
30.24,-0.6063,-0.7727,0.0644,-0.2500,-0.7500,0.3570,1.0741,0
30.27,-0.6050,-0.7726,0.0644,-0.2500,-0.7500,0.3557,1.0754,0
30.30,-0.6037,-0.7725,0.0644,-0.2500,-0.7500,0.3544,1.0767,0
30.34,-0.6024,-0.7724,0.0644,-0.2500,-0.7500,0.3531,1.0779,0
30.37,-0.6011,-0.7723,0.0644,-0.2500,-0.7500,0.3519,1.0792,0
30.40,-0.5999,-0.7723,0.0644,-0.2500,-0.7500,0.3506,1.0805,0
30.43,-0.5986,-0.7722,0.0668,-0.2500,-0.7500,0.3493,1.0817,0
30.46,-0.5974,-0.7721,0.0668,-0.2500,-0.7500,0.3481,1.0830,0
30.50,-0.5961,-0.7720,0.0668,-0.2500,-0.7500,0.3468,1.0843,0
30.53,-0.5948,-0.7719,0.0668,-0.2500,-0.7500,0.3455,1.0856,0
30.56,-0.5935,-0.7718,0.0668,-0.2500,-0.7500,0.3442,1.0869,0
30.59,-0.5922,-0.7717,0.0668,-0.2500,-0.7500,0.3429,1.0882,0
30.62,-0.5910,-0.7717,0.0644,-0.2500,-0.7500,0.3417,1.0894,0
30.66,-0.5897,-0.7716,0.0644,-0.2500,-0.7500,0.3404,1.0907,0
30.69,-0.5884,-0.7715,0.0644,-0.2500,-0.7500,0.3391,1.0920,0
30.72,-0.5871,-0.7714,0.0644,-0.2500,-0.7500,0.3378,1.0933,0
30.75,-0.5859,-0.7713,0.0644,-0.2500,-0.7500,0.3365,1.0945,0
30.78,-0.5846,-0.7712,0.0644,-0.2500,-0.7500,0.3352,1.0958,0
30.82,-0.5833,-0.7712,0.0644,-0.2500,-0.7500,0.3340,1.0971,0
30.85,-0.5820,-0.7711,0.0644,-0.2500,-0.7500,0.3327,1.0984,0
30.88,-0.5807,-0.7710,0.0644,-0.2500,-0.7500,0.3314,1.0997,0
30.91,-0.5794,-0.7709,0.0644,-0.2500,-0.7500,0.3301,1.1010,0
30.94,-0.5782,-0.7708,0.0644,-0.2500,-0.7500,0.3288,1.1023,0
30.98,-0.5769,-0.7708,0.0644,-0.2500,-0.7500,0.3275,1.1036,0
31.01,-0.5756,-0.7707,0.0644,-0.2500,-0.7500,0.3262,1.1048,0
31.04,-0.5743,-0.7706,0.0644,-0.2500,-0.7500,0.3249,1.1061,0
31.07,-0.5730,-0.7705,0.0644,-0.2500,-0.7500,0.3237,1.1074,0
31.10,-0.5719,-0.7704,0.0644,-0.2500,-0.7500,0.3225,1.1086,0
31.14,-0.5706,-0.7703,0.0644,-0.2500,-0.7500,0.3212,1.1099,0
31.17,-0.5693,-0.7703,0.0644,-0.2500,-0.7500,0.3199,1.1112,0
31.20,-0.5680,-0.7702,0.0644,-0.2500,-0.7500,0.3186,1.1124,0
31.23,-0.5667,-0.7701,0.0644,-0.2500,-0.7500,0.3174,1.1137,0
31.26,-0.5654,-0.7700,0.0644,-0.2500,-0.7500,0.3161,1.1150,0
31.30,-0.5641,-0.7699,0.0644,-0.2500,-0.7500,0.3148,1.1163,0
31.33,-0.5629,-0.7698,0.0644,-0.2500,-0.7500,0.3135,1.1176,0
31.36,-0.5616,-0.7698,0.0644,-0.2500,-0.7500,0.3122,1.1189,0
31.39,-0.5603,-0.7697,0.0644,-0.2500,-0.7500,0.3109,1.1202,0
31.42,-0.5590,-0.7696,0.0644,-0.2500,-0.7500,0.3096,1.1215,0
31.46,-0.5577,-0.7695,0.0644,-0.2500,-0.7500,0.3083,1.1227,0
31.49,-0.5564,-0.7694,0.0644,-0.2500,-0.7500,0.3071,1.1240,0
31.52,-0.5552,-0.7694,0.0644,-0.2500,-0.7500,0.3058,1.1253,0
31.55,-0.5539,-0.7693,0.0644,-0.2500,-0.7500,0.3045,1.1266,0
31.58,-0.5526,-0.7692,0.0619,-0.2500,-0.7500,0.3033,1.1278,0
31.62,-0.5514,-0.7691,0.0619,-0.2500,-0.7500,0.3020,1.1291,0
31.65,-0.5501,-0.7690,0.0619,-0.2500,-0.7500,0.3007,1.1304,0
31.68,-0.5489,-0.7690,0.0644,-0.2500,-0.7500,0.2995,1.1316,0
31.71,-0.5476,-0.7689,0.0644,-0.2500,-0.7500,0.2982,1.1329,0
31.74,-0.5463,-0.7688,0.0644,-0.2500,-0.7500,0.2969,1.1342,0
31.78,-0.5450,-0.7687,0.0644,-0.2500,-0.7500,0.2956,1.1355,0
31.81,-0.5437,-0.7686,0.0644,-0.2500,-0.7500,0.2943,1.1368,0
31.84,-0.5424,-0.7685,0.0644,-0.2500,-0.7500,0.2930,1.1381,0
31.87,-0.5412,-0.7685,0.0644,-0.2500,-0.7500,0.2917,1.1393,0
31.90,-0.5399,-0.7684,0.0644,-0.2500,-0.7500,0.2904,1.1406,0
31.94,-0.5386,-0.7683,0.0644,-0.2500,-0.7500,0.2892,1.1419,0
31.97,-0.5373,-0.7682,0.0644,-0.2500,-0.7500,0.2879,1.1432,0
32.00,-0.5360,-0.7681,0.0644,-0.2500,-0.7500,0.2866,1.1445,0
32.03,-0.5347,-0.7680,0.0644,-0.2500,-0.7500,0.2853,1.1458,0
32.06,-0.5335,-0.7680,0.0619,-0.2500,-0.7500,0.2841,1.1470,0
32.10,-0.5322,-0.7679,0.0619,-0.2500,-0.7500,0.2828,1.1483,0
32.13,-0.5309,-0.7678,0.0619,-0.2500,-0.7500,0.2815,1.1496,0
32.16,-0.5297,-0.7677,0.0619,-0.2500,-0.7500,0.2802,1.1509,0
32.19,-0.5284,-0.7676,0.0619,-0.2500,-0.7500,0.2789,1.1522,0
32.22,-0.5271,-0.7676,0.0644,-0.2500,-0.7500,0.2777,1.1534,0
32.26,-0.5259,-0.7675,0.0644,-0.2500,-0.7500,0.2764,1.1547,0
32.29,-0.5246,-0.7674,0.0644,-0.2500,-0.7500,0.2751,1.1560,0
32.32,-0.5233,-0.7673,0.0644,-0.2500,-0.7500,0.2738,1.1572,0
32.35,-0.5220,-0.7672,0.0644,-0.2500,-0.7500,0.2726,1.1585,0
32.38,-0.5207,-0.7672,0.0644,-0.2500,-0.7500,0.2713,1.1598,0
32.42,-0.5194,-0.7671,0.0644,-0.2500,-0.7500,0.2700,1.1611,0
32.45,-0.5182,-0.7670,0.0644,-0.2500,-0.7500,0.2687,1.1624,0
32.48,-0.5169,-0.7669,0.0644,-0.2500,-0.7500,0.2674,1.1637,0
32.51,-0.5156,-0.7668,0.0644,-0.2500,-0.7500,0.2661,1.1650,0
32.54,-0.5143,-0.7667,0.0644,-0.2500,-0.7500,0.2648,1.1663,0
32.58,-0.5131,-0.7667,0.0619,-0.2500,-0.7500,0.2636,1.1675,0
32.61,-0.5118,-0.7666,0.0619,-0.2500,-0.7500,0.2623,1.1688,0
32.64,-0.5105,-0.7665,0.0619,-0.2500,-0.7500,0.2610,1.1701,0
32.67,-0.5092,-0.7664,0.0619,-0.2500,-0.7500,0.2597,1.1713,0
32.70,-0.5079,-0.7663,0.0619,-0.2500,-0.7500,0.2585,1.1726,0
32.74,-0.5067,-0.7663,0.0619,-0.2500,-0.7500,0.2572,1.1739,0
32.77,-0.5054,-0.7662,0.0644,-0.2500,-0.7500,0.2559,1.1751,0
32.80,-0.5041,-0.7661,0.0644,-0.2500,-0.7500,0.2547,1.1764,0
32.83,-0.5029,-0.7660,0.0644,-0.2500,-0.7500,0.2534,1.1777,0
32.86,-0.5016,-0.7659,0.0644,-0.2500,-0.7500,0.2521,1.1790,0
32.90,-0.5003,-0.7659,0.0644,-0.2500,-0.7500,0.2508,1.1803,0
32.93,-0.4990,-0.7658,0.0644,-0.2500,-0.7500,0.2495,1.1816,0
32.96,-0.4977,-0.7657,0.0644,-0.2500,-0.7500,0.2482,1.1829,0
32.99,-0.4964,-0.7656,0.0644,-0.2500,-0.7500,0.2469,1.1842,0
33.02,-0.4952,-0.7655,0.0644,-0.2500,-0.7500,0.2456,1.1854,0
33.06,-0.4939,-0.7654,0.0644,-0.2500,-0.7500,0.2444,1.1867,0
33.09,-0.4926,-0.7654,0.0619,-0.2500,-0.7500,0.2431,1.1879,0
33.12,-0.4914,-0.7653,0.0619,-0.2500,-0.7500,0.2418,1.1892,0
33.15,-0.4901,-0.7652,0.0619,-0.2500,-0.7500,0.2406,1.1905,0
33.18,-0.4888,-0.7651,0.0619,-0.2500,-0.7500,0.2393,1.1918,0
33.22,-0.4875,-0.7650,0.0619,-0.2500,-0.7500,0.2380,1.1931,0
33.25,-0.4862,-0.7650,0.0619,-0.2500,-0.7500,0.2367,1.1944,0
33.28,-0.4849,-0.7649,0.0619,-0.2500,-0.7500,0.2354,1.1957,0
33.31,-0.4837,-0.7648,0.0644,-0.2500,-0.7500,0.2342,1.1969,0
33.34,-0.4824,-0.7647,0.0644,-0.2500,-0.7500,0.2329,1.1982,0
33.38,-0.4811,-0.7646,0.0644,-0.2500,-0.7500,0.2316,1.1995,0
33.41,-0.4799,-0.7646,0.0644,-0.2500,-0.7500,0.2303,1.2008,0
33.44,-0.4786,-0.7645,0.0644,-0.2500,-0.7500,0.2290,1.2020,0
33.47,-0.4773,-0.7644,0.0644,-0.2500,-0.7500,0.2278,1.2033,0
33.50,-0.4760,-0.7643,0.0644,-0.2500,-0.7500,0.2265,1.2046,0
33.54,-0.4747,-0.7642,0.0644,-0.2500,-0.7500,0.2252,1.2059,0
33.57,-0.4734,-0.7641,0.0644,-0.2500,-0.7500,0.2239,1.2072,0
33.60,-0.4722,-0.7641,0.0619,-0.2500,-0.7500,0.2227,1.2084,0
33.63,-0.4709,-0.7640,0.0619,-0.2500,-0.7500,0.2214,1.2097,0
33.66,-0.4697,-0.7639,0.0619,-0.2500,-0.7500,0.2201,1.2110,0
33.70,-0.4684,-0.7638,0.0619,-0.2500,-0.7500,0.2188,1.2123,0
33.73,-0.4671,-0.7638,0.0619,-0.2500,-0.7500,0.2175,1.2136,0
33.76,-0.4658,-0.7637,0.0619,-0.2500,-0.7500,0.2162,1.2149,0
33.79,-0.4645,-0.7636,0.0619,-0.2500,-0.7500,0.2149,1.2161,0
33.82,-0.4633,-0.7635,0.0644,-0.2500,-0.7500,0.2137,1.2174,0
33.86,-0.4620,-0.7634,0.0644,-0.2500,-0.7500,0.2124,1.2187,0
33.89,-0.4607,-0.7634,0.0644,-0.2500,-0.7500,0.2111,1.2199,0
33.92,-0.4594,-0.7633,0.0644,-0.2500,-0.7500,0.2099,1.2212,0
33.95,-0.4582,-0.7632,0.0644,-0.2500,-0.7500,0.2086,1.2225,0
33.98,-0.4569,-0.7631,0.0644,-0.2500,-0.7500,0.2073,1.2238,0
34.02,-0.4556,-0.7630,0.0644,-0.2500,-0.7500,0.2060,1.2251,0
34.05,-0.4543,-0.7629,0.0644,-0.2500,-0.7500,0.2047,1.2264,0
34.08,-0.4530,-0.7629,0.0644,-0.2500,-0.7500,0.2034,1.2277,0
34.11,-0.4517,-0.7628,0.0644,-0.2500,-0.7500,0.2021,1.2290,0
34.14,-0.4505,-0.7627,0.0619,-0.2500,-0.7500,0.2009,1.2302,0
34.18,-0.4492,-0.7626,0.0619,-0.2500,-0.7500,0.1996,1.2315,0
34.21,-0.4479,-0.7625,0.0619,-0.2500,-0.7500,0.1983,1.2327,0
34.24,-0.4467,-0.7625,0.0619,-0.2500,-0.7500,0.1970,1.2340,0
